Category,Description
neutral,Finnish food industry company L+Ænnen Tehtaat is planning changes to its fish product business .
neutral,Finnish property investment company Citycon plans to issue directed subordinated convertible bonds to institutional investors .
neutral,"According to CEO Hannu Syrj+Ænen , a new common name and visual identity is required as the group has grown and internationalised ."
neutral,"According to the Finnish-Russian Chamber of Commerce , all the major construction companies of Finland are operating in Russia ."
neutral,Ahlstrom 's share is quoted on the NASDAQ OMX Helsinki .
neutral,Almost the entire office building will be occupied by Metso .
neutral,Also the development of online businesses will continue .
neutral,"As an alternative to the share exchange , Panostaja offers a full cash consideration at the value of 1.27 euro $ 1.7 per share ."
neutral,at 9:00 EET Alma Media 's Annual Report for 2009 is scheduled to be published in calendar week 9 .
neutral,"At first , Solteq 's services to companies operating in the St. Petersburg area will include maintenance and material management systems and data collection solutions ."
neutral,Basware Einvoices Oy will be merged into the parent company during the present fiscal period .
negative,Benefon 's target is to lay off temporarily of permanently up to 20 % of the Salo plant 's staff .
neutral,"Componenta is a metal sector company with international operations and production plants located in Finland , the Netherlands , Sweden and Turkey ."
neutral,COPYRIGHT AFX News and AFX Financial News Logo are registered trademarks of AFX News Limited
neutral,"Cramo , headquartered in Vantaa , Finland , rents construction machinery and equipment , as well as rents and sells modular space ."
neutral,Earnings per share were EUR -0.04 -0.06 .
neutral,"Erkki Jarvinen , President of Rautakirja and the head of the Sanoma Trade division , will leave his current tasks in spring 2009 for a similar position outside the Sanoma Group ."
neutral,Exel is headquartered in Mantyharju in Finland .
neutral,"Financial Statements include the consolidated financial statements of the Group , the Board of Directors ' Report , the Auditors ' Report and the Corporate Governance Statement ."
positive,Finnish food company Raisio Oyj HEL : RAIVV said today it will buy British snacks and confectionery company Big Bear Group plc for an enterprise value of EUR 95.3 million USD 129.9 m .
neutral,Finnish industrial group Ruukki Group Plc OMX Helsinki : RUG1V said on Friday 14 November that its furniture business segment Incap Furniture has concluded personnel negotiations that were started at the end of September .
neutral,"Finnish Sampo-Rosenlew manufactures approximately seven forest machines monthly , and about half of machines are exported ."
neutral,"Following the issue , the new shares will constitute 10 percent of the firm 's capital ."
neutral,"For the purposes of the possible acquisition , PKC would establish a subsidiary in Poland ."
neutral,"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed ."
neutral,"HELSINKI AFX - Cargotec said it has bought a 95 pct stake in Indital Construction Machinery Ltd , a Bangalore-based company that makes fork lift trucks and mobile cranes , for an undisclosed sum ."
neutral,"However , the offering will probably not be made at the current valuation , which partly derives from the deal in which the company was merged into a stock market shell ."
neutral,"In addition , nine fixed-term employment contracts will not be extended and two people will leave the company under pension arrangements ."
neutral,"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections ."
neutral,"In addition to the Tulikivi Corporation , he is also currently a member of the Board of the following companies : Altia Corporation , J+Ærvi-Suomen Portti Osuuskunta , Osuuskunta KPY , Profile Vehicles Oy and Voimatel Oy ."
neutral,"Iso Omena is based in the Matinkyla district of the southern part of the city of Espoo , southern Finland ."
positive,"Ixonos estimates that it will hire 20 specialists in mechanical engineering , electronics design , and R&D for its new unit in Jyvaeskylae by the end of 2009 ."
neutral,"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola ."
neutral,"China Unicom , NYSE : CHU , HKSE : 0762 , and SHSE : 600050 , the second largest mobile carrier in the country ."
neutral,Metso 's delivery will include a complete coated board line with related air systems and two winders .
neutral,"mr Bakman sees also expansion options on the Tallinn-Helisnki link , claiming however , that operating the link with only a single ship is not enough ."
neutral,"M-Real said there are ` no grounds ' for the rumors , which ` have been circulating in the market for some months . '"
neutral,No financial details were reported .
neutral,"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Hong Kong , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Finland , Canada , Russia , Ukraine , Denmark , Ireland , South Korea and Liechtenstein ."
neutral,"Particular attention is being paid to energy efficiency in the construction of the building , as it is designed to meet the requirements of energy class B , and LEED certification will be applied for ."
neutral,Payment of shares shall be effected on subscription .
neutral,Price talk is in the Euribor plus 2 bps area and the sole lead is Citigroup .
neutral,Public services will also be available .
neutral,"rosendal at outotec.com Eila Paatela , Vice President - Corporate Communications tel. +358 20 529 2004 , +358 400 817198 e-mail eila ."
neutral,Runway Visual Range is a calculated assessment of the distance that a pilot can see down a runway .
neutral,"Salcomp 's charger manufacturing plant in India is located in the Nokia Telecom Park in the state of Tamil Nadu , in the eastern part of India ."
neutral,Saunalahti is a part of the Elisa group .
neutral,"SSH Communications Security Corporation is headquartered in Helsinki , Finland ."
neutral,Teleste BK Optiflex amplifier products will be used in ongoing capacity upgrade of KDG 's network to bi-directionality .
neutral,Teleste has some 30 offices worldwide and is listed on the Nordic Exchange in Helsinki .
neutral,The Board of Directors was authorized to decide on other terms of the share issue .
neutral,"The business area has operations in Finland , Sweden , Denmark , Estonia , Latvia and Lithuania ."
neutral,"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal ."
neutral,The chain is to unite 45-50 centres by the end of 2008 .
neutral,"The company operates its business through two reportable segments , including Banking and Investment Services , and Non-Life Insurance ."
neutral,The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .
neutral,The company 's share is quoted on NASDAQ OMX Helsinki Rautaruukki Oyj : RTRKS .
positive,The company said that it has started to investigate streamlining its operations in order to meet the tightening competition on the mobile phone charger market .
neutral,The company then said it will focus its resources on clinical research .
neutral,The company website is www.ahlstrom.com .
neutral,"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France ."
neutral,The contract includes heating plant equipment and associated installation work .
neutral,The contracts comprise turnkey orders for RoRo systems for two RoRo-cruise vessels under construction for Viking Line and Tallink .
neutral,The cranes would be installed onboard two freighters ordered by Singaporean ship owner Masterbulk .
neutral,The deal will have no significant effect on the acquiring company 's equity ratio .
neutral,"The development of the technological park , which will specialize in telecommunications and information technologies , is part of the state program for the formation of technoparks for hi-tech sectors in Russia ."
neutral,"The Finnish company is building a 800,000 mt-year biodiesel plant in Singapore ."
neutral,The first group of customers to be trained will be paint-shop owners and their assistants .
neutral,The following information was released by Comptel : Tomorrow the Chairman of the Federal Communications Commission is scheduled to deliver the National Broadband Plan to Congress .
neutral,The front surfaces of these valve plates are directed towards each other .
neutral,The increase range will vary up to 10 % .
neutral,The initial estimated total value was 1744900 EUR and the final award value was 1744900 EUR .
neutral,"The Internal Revenue Service sees about 20 percent of all taxpayers wait until the last two weeks to file , with about 40 million returns filed in April ."
neutral,"The latest date for registration is on 4 April , 2006 ."
negative,The majority of the company 's personnel in Finland is temporarily laid off from one to six weeks in the period from February to June 2009 period .
neutral,"The mall will be financed on a parity basis by Pearl Plaza LLC , the joint venture company established by the Chinese investor Shanghai Industrial Investment Holdings Co Ltd , and SRV Group ."
neutral,"The maximum amount of the capital loan will be EUR30m and the minimum subscription -- EUR10 ,000 ."
neutral,The maximum number of new shares to be offered is 22 million .
neutral,The measures taken will cause one-time costs during the final part of 2006 .
neutral,"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree ."
neutral,"The new company will likely hold an IPO on the NYSE or another international stock exchange , according to Altimo which manages the Alfa Group 's telecommunications assets and TeliaSonera 's agreement , which has been published on the website of the U.S. Securities and Exchange Commission ."
neutral,The new SEPA cads will replace Finnish bank cards .
neutral,"The order comprises all production lines for a plywood mill , company said in a statement received by Lesprom Network ."
neutral,"The order comprises four ball mills , which will be organized in two different streams for treating ore in the Pilanesberg platinum mine ."
neutral,"The parties have agreed not to disclose the price of the deal , the group said in a press release ."
neutral,The parties have agreed not to disclose the transaction value .
neutral,The plans will result in the introduction of new and highly specialized manufacturing methods and also entail changes to personnel at the facility .
neutral,"The platform is based built on Intel s second-generation MID platform , called Moorestown ."
neutral,"The sale of Savcor FACE to Cencorp will result in a profit or loss which can not yet be determined , owing to factors including the valuation of the consideration shares to be received and prevailing exchange rates ."
neutral,"The shares subscribed for under the stock options were registered in the Trade Register on 20 January 2011 , as of which date the new shares will establish shareholder rights ."
neutral,"The ship cranes , which will be manufactured by MacGREGOR 's partner plants in China , will be delivered between 2008-2010 for vessels ordered by Chinese COSCO , German Peter Dohle and Hong Kong based Cido Shipping ."
neutral,The ship unloader is totally enclosed along the entire conveying line to the storage facilities .
neutral,The site will cover over six hectares .
neutral,Their offering also covers localisation services related to production transfer to the Finnish company 's customers that already have production in Asian market or have made the decision to transfer production there .
neutral,This is the company 's first contract abroad .
neutral,This solution is an extension to the existing online mediation solution delivered earlier by Comptel and IBM .
neutral,Two other sites will be included later on .
neutral,"Under a preliminary estimation , the technology park will measure about 50,000 square meters ."
neutral,"Under the changes envisaged , HK Ruokatalo would reduce its number of industrial places of business in Finland from eight to six ."
neutral,W+Ærtsil+Æ 's aim is to serve the rapidly growing number of vessels and increasing marine activity in the Barents Sea region .
neutral,"We know that it exists , '' Artemyev said ."
neutral,We offer our customers solutions based on renewable raw materials .
neutral,"When dialing in , the participants should quote 877417 as conference ID ."
neutral,Work on the assignment has already started and is due for completion in spring 2011 .
neutral,"Yesterday , Legrand issued its E300 million fixed rate deal maturing 2017 ."
neutral,ZAO YIT Moskovia builds housing in Moscow and its surrounding cities .
neutral,`` It wo n't happen overnight .
neutral,`` Serving customers locally is one of the cornerstones of customer focus for us .
neutral,25 November 2010 - Finnish paints and coatings company Tikkurila Oyj ( HEL : TIK1V ) said today that Finnish state-owned investment company Solidium Oy sold its 14.7 % stake in the company for a total of EUR98m .
neutral,26 January 2011 - Finnish software solutions provider Basware ( HEL : BAS1V ) said yesterday it adjusted its strategy and goals for the next four years with focus on international growth mainly via acquisitions .
neutral,A merger between UPM and Finnish-Swedish Stora Enso is not likely either .
neutral,"A total of 38,244 new Citycon shares with a nominal value of EUR 1.35 per share were subscribed on 19 April exercising the A-B-C options based on the company 's stock option plan 1999 ."
neutral,"ABN Amro Capital has agreed to sell its Helsinki-based designer homeware producer , Iittala Oyj , to crosstown consumer products group Fiskars Corp. , for EUR230 million to EUR235 million ( $ 310 million to $ 316 million ) ."
neutral,"Finnish AC drives manufacturer Vacon is acquiring the AC drives business of TB Wood 's , part of the US group Altra Holdings ."
neutral,Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .
neutral,Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .
neutral,Finnish stainless steel manufacturer Outokumpu in Degefors is planning to recruit new engineers in order to meet a retirement wave over the next few years .
neutral,"Finnish W+Ærtsil+Æ that provides power solutions for the marine and energy markets has opened a Service Centre in Murmansk , in Russia ."
neutral,"Local government commissioner of +_m+_l , Kurt Svensson , says he will contact the management of Finnish company Componenta to find out if there are any alternatives to the company 's decision to close down its plant in +_m+_l ."
negative,"Scanfil , a systems supplier and contract manufacturer to the communications sector , will give notice to 20 productional employees , and temporarily lay off 15 employees at the company 's plant in Sievi , in Finland ."
neutral,"Swedish engineering consultant firm Etteplan is to establish a unit in town Borl+Ænge , by the turn of the month March-April 2008 ."
neutral,"The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow , from London & Regional Properties ."
neutral,"According to L+Ænnen Tehtaat 's CEO Matti Karppinen , the company aims to deliver fish products to its customers a day earlier than it currently does ."
neutral,"According to Olvi , the company is already negotiating new agreements ."
neutral,"According to Saarioinen 's Managing Director Ilkka M+Ækel+Æ , the food industry sector has a significant excess of production machinery ."
neutral,Activities range from the development of natural resources to the retailed marketing of finished products .
neutral,After 1 April 2007 Cencorp will not have any own employees in the territory .
neutral,"After completion of the acquisition , Poyry 's oil and gas expertise will cover multi-discipline engineering and consulting services across the complete oil and gas asset lifecycle , including deepwater engineering services ."
neutral,"AHMS will also offer Hotel and Hotel Project Consultancy , Management Services , Brand Franchise , Training and Sales and Marketing services on a pan-India basis ."
neutral,Aktia forecasts Finland 's inflation at 1.1 % in 2010 .
neutral,"ALEXANDRIA , Va. , Dec. 17 -- Reijo Salovaara , Nastola , Finland , has developed a veneer cutter ."
neutral,"ALEXANDRIA , Va. , March 15 -- Jaakko Vilo of Turku , Finland , has developed a panel press ."
neutral,"ALEXANDRIA , Va. , May 23 -- Matti Harkonen and Pentti Sipponen , both of Espoo , Finland , Osmo Suovaniemi of Helsinki , Finland , and Tapani Tiusanen of Vantaa , Finland , have developed a paper web press device ."
neutral,"Also in Latvia , we act as a partner for bakery customers in both production and product development ."
negative,"Also the city 's insurance company , If P & C Insurance , has said it will not pay compensation ."
neutral,"An acquisition of TeliaSonera would be France Telecom 's biggest since its 2000 purchase of Orange plc for  27.8 billion ( $ 55.1 billion ) and would create the world 's fourth-largest telecom company behind AT&T Inc. , Verizon Communications Inc. and NTT Corp. of Japan ."
neutral,An earn-out payment of up to 4.0 mln euro ( $ 5.3 mln ) can also be paid depending on Intellibis financial performance in 2007 .
neutral,Arena Partners Oy is a development company for electronic business .
neutral,"As a condition to the deal , Savcor Alfa has to have bought Photonium and Akseli Lahtinen Inc. 's business operations prior to the deal ."
negative,"As a result , the company will temporarily lay-off 25 % of the whole personnel , approximately 270 persons at Kirkkonummi and Nivala factories ."
negative,"As a result of the negotiations , the company will terminate total 5 employment contracts ."
neutral,"At some point , it will spread also to Iran and Iraq ."
neutral,"At the end of March 2009 , the company 's loans amounted to EUR 10.113 mn ."
neutral,"Based on the design of previous handsets , the Nokia E72 and Nokia E63 this Symbian-based model is promised to offer direct access to over 90 per cent of the world s corporate email through Mail for Exchange and IBM Lotus Notes Traveler ."
neutral,Basware finances the acquisition with a bank loan .
neutral,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay product suite ."
neutral,"BasWare Invoice Processing , BasWare Contract Matching , BasWare Order Matching and BasWare KPI Reporting Tool are part of the BasWare 's Enterprise Purchase to Pay solution suite ."
neutral,Basware offers full support for all SAP versions starting from SAP 4.5 .
neutral,"Byline : Tim Moran Cellular phone giant Nokia Corp. is offering $ 8.1 billion for digital map supplier NAVTEQ Corp. , of Chicago ."
neutral,"CapMan 's first real estate fund , which had a total investment capacity of ( EURO ) 500 million and closed in June 2005 , invested in commercial properties in the Helsinki metropolitan area ."
neutral,Choose from a Giant Countdown with red head or rainbow trout -- or the Giant Shad Rap in perch color .
neutral,Closing of such transaction took place today .
neutral,COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .
neutral,"Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed"
neutral,Decisions are to be made as quickly as possible .
neutral,Delivery is due in the second half of 2011 .
neutral,"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts ."
neutral,"Elcoteq SE Stock Exchange Announcement February 4 , 2009 at 10.00 am ( EET ) Elcoteq will publish its financial statements bulletin 2008 on Wednesday , February 11 , at 9.00 am ( EET ) ."
neutral,Elisa has commissioned Finland 's Poyry Telecom Oy to conduct a study of reception in some of Estonia 's largest cities besides Tallinn .
neutral,"Equipment will be manufactured in Vaahto 's workshop in Hollola , Finland and is scheduled for shipments during the first quarter of 2009 ."
neutral,"Featuring the S60 user interface , this 135-gram model also comes with a 2.4-inch quarter VGA display and 100 megabytes of internal memory , expandable through the Micro Secure Digital slot ."
neutral,"Financial , strategic and operational factors are considered ."
neutral,Financial details were not disclosed .
neutral,Financial terms were not disclosed .
neutral,"Finnish construction machinery and equipment rental group Cramo Oyj said on March 21 , 2007 its Swedish sector subsidiary Cramo AB will sell its Dutch subsidiary Cramo Nederland B.V. ( CNL ) to Dutch rental and scaffolding company Jaston Groep B.V. for an undisclosed sum ."
neutral,"Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business ."
neutral,"Following the registration , the share capital of Biotie is EUR 52,556,678.10 ."
neutral,"Foodservice and consumer goods markets are served by approximately 13,000 people in 54 manufacturing units and several sales offices in 33 countries ."
neutral,"Founded in 1985 , Quatrocon 's clientele consists of public sector builders , central trading companies and major construction firms ."
positive,"Glaston , headquartered in Tampere , Finland , is a growing , international glass technology company ."
positive,"HELSINKI ( Thomson Financial ) - M-real said it will exercise an option to buy a 50MW natural gas power plant and land in Kyroskoski , Finland , for around 13 mln eur from Kyro Oyj ."
neutral,Her last position in Nokia Siemens Networks was head of Business Human Resources NSN global IT .
neutral,Her work at NetApp included strategically repositioning the brand in the category and a major global relaunch .
neutral,"Honkarakenne also decided yesterday to sell 88,500 of its B-series shares to key staff members for EUR 2.90 per share ."
neutral,Image data produced by the browser at the phone server is converted into a bitmapped image that is sent to the handset for display . ''
neutral,Implementation of the project will be carried out by the Finnish company YIT in association with the investment fund Evli Property Investment Russia ( EPI ) .
neutral,"In 2006 , 452 million tonnes CO2 of EUA ( EU Allowance ; emissions credit in EU ) was traded with an underlying market value approx ."
neutral,"In 2008 , the steel industry accounted for 64 percent of the cargo volumes transported , whereas the energy industry accounted for 28 percent and other industries for 8 percent ."
neutral,"In a letter to Economic Affairs Minister , the listed Estonian shipping company Tallink asks for the approval to be entitled to a 15 % cut in port fees in 2010 ."
neutral,"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements ."
neutral,"In a release on Oct. 28 , Peab said the two businesses will continue to be conducted under the brands Cliffton and Stockholm Entreprenad , both part of the Peab Group ."
neutral,"In addition , the contract includes modification of the effluent treatment plant at Follum ."
neutral,"In terms of power generation , Fortum produced 39.3 TWh of electricity during the first nine months of 2006 , compared with 38.0 TWh during the same period in 2005 , according to figures released in the group 's latest financial results ."
neutral,"In the financial statement for the first quarter of 2010 , Tikkurila is reported under discontinued operations ."
neutral,"In the fourth quarter of 2006 , OKO Banks expects the operating environment for Banking and Investment Services to remain similar to that in January-September 2006 ."
neutral,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India ."
neutral,Incap Contract Manufacturing is a subsidiary of Incap Corporation of Finland .
neutral,"Includes company and brand share data by category , as well as distribution channel data ."
neutral,"It also includes the installation of new equipment , training and start-up services , as well as service work of the shoe press delivered by Vaahto in 2001 ."
neutral,It has been agreed with the company 's Board of Directors that she will be available in an advisory role .
neutral,It is also in the process of taking a seat on CapMan 's board - a course which has the support of CapMan management .
neutral,It is expected to be online by 2011 .
neutral,"Its product portfolio comprises harvesters , forwarders , harvester heads , as well as cranes and loaders ."
positive,"Jobs will not be transferred from Finland , however ."
neutral,Joint procurement will be later extended to the factories in the Baltic countries .
neutral,"Kaleva Kustannus Oy ( business ID 0187274-0 ) has , according to its notice , on 10 August 2009 acquired 4,458,000 Alma Media shares ."
positive,KESKO FOOD LTD PRESS RELEASE 04.01.2006 AT 13.00 Kesko Food Ltd is launching a major TV campaign to recruit as many as one hundred new K-food retailers .
neutral,"L+Ænnen Tehtaat 's Food Division was reorganised into two strategic business units , Apetit Frozen Foods and Jams , and Apetit Fish ."
neutral,( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . )
positive,"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t"
neutral,( The acquisition sum has not been disclosed . )
neutral,"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy ."
neutral,Microsoft last week also issued the first patch for the Windows 7 operating system beta it had released days earlier .
neutral,"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 ."
neutral,No financial detail were available .
neutral,"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares ."
neutral,Nordea was the cheapest also for a couple in their 30s with debt .
neutral,"NORDIC BUSINESS REPORT-17 January 2006-Efore Plc inaugurates new plant in Estonia -_ 1998-2006 M2 COMMUNICATIONS LTD Finnish power electronics manufacturer Efore Plc said on Tuesday ( 17 January ) that it was inaugurating its new plant in Parnu , Estonia ."
neutral,Number of offers received for this contract is two .
neutral,NWC ANALYSIS :
neutral,Okmetic revised its 2010 financial outlook based on its order book .
positive,"On Wednesday he announced that the government would propose granting a licence for two reactors , one to be built by Fennovoima , and the other by TVO ."
neutral,"One can also apply for jobs directly from the iPad , select which CV to attach and which covering letter is most appropriate for each position ."
neutral,"Outotec is currently delivering a new oil shale processing plant for Eesti Energia in Estonia based on Enefit technology , which has been developed jointly by Eesti Energia and Outotec ."
neutral,Philips was not available to comment on the report .
neutral,"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab ."
neutral,"Proline Plus is available in both adjustable single and multichannel models and fixed volume single-channel models , in volume ranges from 0.1 micro litres to 10 ml ."
neutral,Protalix is developing genetically engineered proteins from plant cells .
neutral,"Purchase it for the 12MP snapper , if nothing else ."
neutral,Radiation and today is a full service house expert in radiation and nuclear safety issues .
neutral,Rapala VMC Corporation ( Rapala ) is a Finland-based company engaged in the manufacture and distribution of fishing equipment and accessories .
neutral,"Risto Jalo , chief executive of Dormus Print and also owner of the remainder of the company , will keep his position after the acquisition ."
neutral,"Sampo Housing Loan Bank , a unit of Finland 's Sampo Bank , has priced its EUR1bn ( USD1 .3 bn ) bond at 99.889 % , Reuters reported ."
neutral,Sanoma Magazines International will invite other shareholders holding approximately 15 % of the shares to sell their shares .
neutral,"Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies , such as the Wonderware System Platform ."
positive,Singapore in May 2011 1 July 2010 - Finnish air carrier Finnair Oyj ( HEL : FIA1S ) said today it will open a daily route to Singapore on 30 May 2011 as part of its growth strategy in Asia .
neutral,"So far as is known , he did not sell shares that he owns personally ."
neutral,Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .
neutral,"Sponda is a property investment company , specialising in commercial properties in the largest cities in Finland and Russia ."
neutral,Sunrise Resources operates in Russian near-shore development markets through its wholly-owned Russian subsidiary and has 80 % of its personnel in Russia .
neutral,"Target company : Tieto Corporation , Business Identity Code : 0101138-5 Date of change in holding : 22 January 2010 Portion of the shares and votes : The current group holding of OP-Pohjola Group Central Cooperative ( OPK ) is 2982 587 shares , which represents 4.14 % of the shares and voting rights ."
neutral,"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide ."
neutral,"Teollisuuden Voima Oyj , the Finnish utility known as TVO , said it shortlisted Mitsubishi Heavy s EU-APWR model along with reactors from Areva , Toshiba Corp. , GE Hitachi Nuclear Energy and Korea Hydro & Nuclear Power Co. ."
neutral,"The acquisition was financed with $ 2.56 billion of debt arranged by Goldman , Sachs & Co. ."
neutral,"The airline was targeting travel agents , tour operators and travel management companies to raise awareness first before targeting consumers , he added ."
neutral,"The approximately 20,000 dwt vessel has been ordered from India ."
neutral,"The Bank of Tokyo-Mitsubishi UFJ , Ltd acted as agent for the loan ."
neutral,"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products ."
neutral,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla ."
neutral,The combined value of the orders is almost EUR 3mn .
neutral,The combined value of the planned investments is about EUR 30mn .
neutral,The company distributes Hiab 's products as well as other products .
neutral,The company does not disclose the sum it applied for .
neutral,"The company intends to launch housing development at the acquired land plots and to construct 50,000-60 ,000 square metres of housing per annum by 2011 ."
neutral,The company may at any time have in its possession one tenth of all its shares at the maximum .
neutral,The company 's model is based on developer contracting construction projects and customer focused project management .
neutral,"The company serves customers in various industries , including process and resources , industrial machinery , architecture , building , construction , electrical , transportation , electronics , chemical , petrochemical , energy , and information technology , as well as catering and households ."
neutral,"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia ."
neutral,The compnay also said that it would lower the price of development projects by about one third compared with last November .
neutral,The contract is for next year .
neutral,"The contracts between Raute Corporation and Muling Kemian Wood Products Co. , Ltd. , which were announced on 3 November 2010 , have taken effect ."
negative,"The contracts of the employees , 96 of whom are blue-collar workers , will be ended between March and August 2011 ."
neutral,The CVs of the proposed members are available for viewing from 12 March 2008 onwards on the Internet at www.sampo.com/ir .
neutral,The energy shot is packed in a 100-millilitre bag with a screw cap .
neutral,The exercise price of the option will be based on Safran Software Solutions ' license and maintenance sales as well as the result of the company .
neutral,The fair value of CapMan Plc 's own investments on 30 September 2008 amounted to MEUR 59.8 .
neutral,The financial details of the transaction were not disclosed .
neutral,The Finnish company has also reached arrangements regarding the working hours and annual holidays .
neutral,"The first four of the new shop-in-shops will be opened this spring : on Madison Avenue in New York as well as in Chicago , Los Angeles and San Francisco ."
neutral,The full-function PC weighs 1.25 kilograms and measures slightly more than two centimeters thin .
neutral,The government has instead proposed an exchange of the state 's stake in LMT to TeliaSonera 's stake in Lattelecom .
neutral,The group said it intends to initiate within this year the process of buyout of minority shareholders of Ragutis with the aim of becoming the sole owner of the company .
neutral,The handset maker did not disclose any financial details .
neutral,The Insolvency Act regulates the amount of debt that borrowers are permitted to write off .
neutral,The intent of the article was to focus attention on the fact that the development model that China had followed was very different than the model that India had followed .
neutral,The lay-offs will start gradually and will last from one to six weeks .
neutral,"The major part of the deliveries include different AC and CXE amplifier solutions and products by DINH Telecom , a company acquired by Teleste last spring ."
neutral,The medium-term operative targets of the company remain unchanged .
neutral,The new shares will provide the shareholders with full shareholder rights .
neutral,The new units should become one of the largest ones within the company .
neutral,The Notice in its entirety with other proposals from the Nomination Committee and the Board will be published at least four weeks before 28 April on the company 's website and in Post - och Inrikes Tidningar and Dagens Industri .
neutral,The number of magazine and newspaper readers remained unchanged .
neutral,The orders are part of a long-term development plan of Latvijas Finieris .
neutral,"The orders consist in total of over 1,600 panels of lift-away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2,000 to 13,300 TEUs ."
neutral,"The other two sellers were the Finnish National Fund for R&D ( Sitra ) and Oras Invest Oy , which also sold half of their shareholdings , leaving them with 3.8 pct and 3.2 pct of the company respectively ."
neutral,The parties have therefore agreed to leave Avena out of the deal .
neutral,"The permanent magnet generators and power converters are today the preferred solution in new wind turbine designs , the company said ."
neutral,The plant will collect raw material from the Baltic Sea region .
neutral,"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol ."
neutral,"The platen edges in contact with the band are provided with a seal having a protrusion directed towards the middle area of the platen , and means are provided to exert and maintain a pressure in the volume defined by the platen , the band and the seal . ''"
neutral,"The port facilities ' throughput is 250,000 TEUs and 7.5 mln tons of general cargo ."
neutral,"The power supplies , DC power systems and inverters designed and manufactured by Efore , and systems incorporating them are used in many different applications ."
neutral,The prices of stainless steel also rose in Europe .
neutral,"The Process Products orders are for the installation of separation-filtration equipment at three natural gas pipeline projects in China , South America , and Saudi Arabia ."
neutral,"The product advisory does not apply to any other Nokia-branded battery , the company said ."
neutral,The project also implies an underground parking lot for 56 vehicles .
neutral,The serial bond is part of the plan to refinance the short-term credit facility .
neutral,"The share capital of Biotie Therapies Corp. constitutes 90,211,860 shares in the aggregate and the number of voting rights attached to the shares amounts to 90,211,860 ."
neutral,The shares shall be acquired according to the Rules of NASDAQ OMX Helsinki and otherwise according to the rules related to acquisition of the company 's own shares .
